DBMS_urnform,X_DBMS_urnform,Y_DBMS_urnform,match_state,manu_labeled_flag,DBMS_common_name,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,github_repo_id,open_source_license,Score_Oct-2024,Rank_Oct-2024,repo_created_at
atoti,,atoti,Y_Single,Y_auto,atoti,Object Oriented,,,,ActiveViam,,,,,free versions available,atoti/atoti,246343828,N,0.43,260,2020-03-10T15:52:20Z
cachelotio,,cachelotio,Y_Single,Y_auto,Cachelot.io,Key-value,,,,,,2015,,,Simplified BSD License,cachelot/cachelot,33275300,Y,0.0,388,2015-04-01T21:59:52Z
deep-lake,,deep-lake,Y_Single,Y_auto,Deep Lake,Vector,,,,Activeloop,,,,,MPL-2.0 license,activeloopai/deeplake,201403923,Y,0.3,281,2019-08-09T06:17:59Z
dydra,,dydra,Y_Single,Y_auto,Dydra,RDF,,,,,,2010,,,The Unlicense,dydra/dydra,1340162,N,0.01,377,2011-02-08T00:36:17Z
elassandra,,elassandra,Y_Single,Y_auto,Elassandra,Wide column,,,,,,,,,Apache Version 2.0,strapdata/elassandra,41209174,Y,0.29,284,2015-08-22T13:52:08Z
firebolt,,firebolt,Y_Single,Y_auto,Firebolt,Relational,,,,Firebolt Analytics Inc.,,2020,,,Apache License 2.0,firebolt-db/firebolt-python-sdk,392839612,N,1.44,152,2021-08-04T22:29:23Z
geomesa,,geomesa,Y_Single,Y_auto,GeoMesa,Spatial,,,,CCRi and others,,2014,2024,,Apache License 2.0,geomesa/geomesa-geoserver,93667206,Y,0.8,211,2017-06-07T18:33:48Z
gigaspaces,,gigaspaces,Y_Single,Y_auto,GigaSpaces,Document,,,,Gigaspaces Technologies,,2000,2020,,Apache Version 2; Commercial licenses available,-,-,Y,0.89,198,-
giraph,,giraph,Y_Single,Y_auto,Giraph,Graph,,,,,,2013,2020,,Apache Version 2,apache/giraph,2282376,Y,1.11,172,2011-08-28T07:00:33Z
graph-engine,,graph-engine,Y_Single,Y_auto,Graph Engine,Graph,,,,Microsoft,,2010,,,MIT License,microsoft/GraphEngine,81411018,Y,0.62,234,2017-02-09T05:02:16Z
graphite,,graphite,Y_Single,Y_auto,Graphite,Time Series,,,,Chris Davis,,2006,,,Apache 2.0,graphite-project/graphite-web,4254338,Y,5.0,63,2012-05-07T21:30:55Z
gstore,,gstore,Y_Single,Y_auto,gStore,Graph,,,,,,2016,2023,,BSD,pkumod/gStore,26917250,Y,0.01,370,2014-11-20T14:59:01Z
h2gis,,h2gis,Y_Single,Y_auto,H2GIS,Spatial,,,,CNRS,,2013,,,LGPL 3.0,orbisgis/h2gis,9074548,Y,0.0,388,2013-03-28T10:12:05Z
hawkular-metrics,,hawkular-metrics,Y_Single,Y_auto,Hawkular Metrics,Time Series,,,,Community supported by Red Hat,,2014,,,Apache 2.0,hawkular/hawkular-metrics,17705626,Y,0.01,373,2014-03-13T10:07:30Z
hgraphdb,,hgraphdb,Y_Single,Y_auto,HGraphDB,Graph,,,,,,2016,,,Apache 2.0,rayokota/hgraphdb,73235061,Y,0.0,388,2016-11-08T23:05:08Z
hyperleveldb,,hyperleveldb,Y_Single,Y_auto,HyperLevelDB,Key-value,,,,,,2010,,,"BSD 3-Clause ""New"" or ""Revised"" License",rescrv/HyperLevelDB,10529222,Y,0.0,388,2013-06-06T15:07:59Z
iboxdb,,iboxdb,Y_Single,Y_auto,iBoxDB,Document,,,,,,2013,,,,iboxdb/ftserver,50836580,Y,0.0,388,2016-02-01T11:59:23Z
kdb,,kdb,Y_Single,Y_auto,Kdb,Time Series,,,,"Kx Systems, a division of First Derivatives plc",,2000,2018,,free 32-bit version,KxSystems/kdb,89848289,N,7.72,45,2017-04-30T12:03:11Z
leveldb,,leveldb,Y_Single,Y_auto,LevelDB,Key-value,,,,Google,,2011,2021,,BSD,google/leveldb,23405758,Y,2.39,110,2014-08-27T21:17:52Z
neventstore,,neventstore,Y_Single,Y_auto,NEventStore,Event,,,,,,2011,,,MIT-License,NEventStore/NEventStore,738338,Y,0.16,321,2010-06-24T20:28:53Z
newts,,newts,Y_Single,Y_auto,Newts,Time Series,,,,OpenNMS Group,,2014,,,Apache 2.0,OpenNMS/newts,16189524,Y,0.0,388,2014-01-23T23:39:27Z
nsdb,,nsdb,Y_Single,Y_auto,NSDb,Time Series,,,,,,2017,,,Apache Version 2.0,radicalbit/NSDb,135549948,Y,0.0,388,2018-05-31T07:42:24Z
opengauss,,opengauss,Y_Single,Y_auto,openGauss,Relational,,,,Huawei and openGauss community,,2019,2022,,"Mulan Permissive Software License, Version 2",opengauss-mirror/openGauss-server,276117477,Y,1.15,169,2020-06-30T14:08:59Z
opensearch,,opensearch,Y_Single,Y_auto,OpenSearch,Search Engine,,,,Amazon Web Services,,2021,2023,,Apache Version 2.0,opensearch-project/OpenSearch,334274271,Y,17.31,33,2021-01-29T22:10:00Z
opentenbase,,opentenbase,Y_Single,Y_auto,OpenTenBase,Relational,,,,"OpenAtom Foundation, previously Tencent",,,2024,,BSD-3,OpenTenBase/OpenTenBase,684046299,Y,0.0,388,2023-08-28T10:44:36Z
oracle-coherence,,oracle-coherence,Y_Single,Y_auto,Oracle Coherence,Key-value,,,,Oracle,,2007,2023,,Universal Permissive License v1.0,oracle/coherence,242776849,N,1.83,130,2020-02-24T15:51:04Z
postgis,,postgis,Y_Single,Y_auto,PostGIS,Spatial,,,,,,2005,2024,,GPL v2.0,postgis/postgis,4407129,Y,20.56,29,2012-05-22T13:31:25Z
postgres-xl,,postgres-xl,Y_Single,Y_auto,Postgres-XL,Relational,,,,,,2014,2018,,Mozilla public license,Postgres-XL/Postgres-XL,41443810,Y,0.42,261,
qdrant,,qdrant,Y_Single,Y_auto,Qdrant,Vector,,,,Qdrant,,2021,,,Apache Version 2.0,qdrant/qdrant,268163609,Y,1.69,136,2020-05-30T21:37:01Z
rdf4j,,rdf4j,Y_Single,Y_auto,RDF4J,RDF,,,,"Since 2016 officially forked into an Eclipse project, former developer was Aduna Software.",,2004,,,"Eclipse Distribution License (EDL), v1.0.",eclipse/rdf4j,49670957,Y,0.77,214,2016-01-14T19:47:32Z
redland,,redland,Y_Single,Y_auto,Redland,RDF,,,,,,2000,,,"Multi License (LGPL, GPLv2, Apache V2)",dajobe/librdf,855939,Y,0.25,293,2010-08-23T04:48:00Z
rrdtool,,rrdtool,Y_Single,Y_auto,RRDtool,Time Series,,,,Tobias Oetiker,,1999,2022,,GPL V2 and FLOSS,oetiker/rrdtool-1.x,5761553,Y,1.68,137,2012-09-11T07:41:14Z
siaqodb,,siaqodb,Y_Single,Y_auto,Siaqodb,Object Oriented,,,,,,,,,MIT License,morecraf/Siaqodb,273564373,N,0.0,385,2020-06-19T18:46:05Z
sitewhere,,sitewhere,Y_Single,Y_auto,SiteWhere,Time Series,,,,SiteWhere,,2010,,,Common Public Attribution License Version 1.0,sitewhere/sitewhere,15682781,Y,0.07,345,2014-01-06T19:23:58Z
snowflake,,snowflake,Y_Single,Y_auto,Snowflake,Relational,,,,Snowflake Computing Inc.,,2014,,,,twitter-archive/snowflake,697976,N,140.6,7,2010-06-01T20:32:15Z
spatialite,,spatialite,Y_Single,Y_auto,SpatiaLite,Spatial,,,,Alessandro Furieri,,2008,2020,,"MPL 1.1, GPL v2.0 or LGPL v2.1",illarionov/SpatiaLite,7171304,Y,1.53,146,2012-12-14T20:13:06Z
speedb,,speedb,Y_Single,Y_auto,Speedb,Key-value,,,,Speedb,,2020,,,Apache Version 2.0; commercial license available,speedb-io/speedb,462329984,Y,0.2,308,2022-02-22T14:18:31Z
sqljs,,sqljs,Y_Single,Y_auto,SQL.JS,Relational,,,,Alon Zakai,,2012,,,Other,sql-js/sql.js,3556910,Y,0.51,247,2012-02-27T03:05:49Z
tigris,,tigris,Y_Single,Y_auto,Tigris,Document,,,,"Tigris Data, Inc.",,2022,,,Apache Version 2.0,tigrisdata/tigris,449924556,Y,0.05,358,2022-01-20T02:16:49Z
timescaledb,,timescaledb,Y_Single,Y_auto,TimescaleDB,Time Series,,,,Timescale,,2017,2024,,Apache 2.0,timescale/timescaledb,84240850,Y,3.79,74,2017-03-07T20:03:41Z
tinkergraph,,tinkergraph,Y_Single,Y_auto,TinkerGraph,Graph,,,,,,2009,,,Apache 2.0,apache/tinkerpop,30449481,Y,0.07,344,2015-02-07T08:00:05Z
tkrzw,,tkrzw,Y_Single,Y_auto,Tkrzw,Key-value,,,,Mikio Hirabayashi,,2020,2020,,Apache Version 2.0,estraier/tkrzw,278320002,Y,0.0,388,2020-07-09T09:23:22Z
transwarp-stellardb,,transwarp-stellardb,Y_Single,Y_auto,Transwarp StellarDB,Graph,,,,Transwarp,,,,,,stellardb/StellarDB,55578752,N,0.0,388,2016-04-06T05:40:13Z
typesense,,typesense,Y_Single,Y_auto,Typesense,Search Engine,,,,,,2015,,,GPL V3,typesense/typesense,79317191,Y,0.98,188,2017-01-18T08:01:47Z
virtuoso,,virtuoso,Y_Single,Y_auto,Virtuoso,Document,,,,OpenLink Software,,1998,2023,,"GPLv2, extended commercial license available",openlink/virtuoso-opensource,3788366,Y,3.91,72,2012-03-21T16:00:39Z
wakandadb,,wakandadb,Y_Single,Y_auto,WakandaDB,Object Oriented,,,,Wakanda SAS,,2012,2019,,"AGPLv3, extended commercial license available",-,-,Y,0.03,361,-
ytsaurus,,ytsaurus,Y_Single,Y_auto,YTsaurus,Document,,,,Yandex,,2023,,,"Apache License, Version 2.0",ytsaurus/ytsaurus,574588439,Y,0.16,324,2022-12-05T16:32:05Z
machbase-neo,,machbase-neo,:Y_Single,Y_ConflictResolved,Machbase Neo,Time Series,,,,Machbase,,2013,2023,,free test version available,machbase/neo-server,584240610,N,0.06,348,2023-01-02T00:40:00Z
percona-server-for-mongodb,,percona-server-for-mongodb,:Y_Single,Y_ConflictResolved,Percona Server for MongoDB,Document,,,,Percona,,2015,2017,,GPL Version 2,percona/percona-server-mongodb,39519916,Y,0.47,252,2015-07-22T17:25:26Z
riak-kv,,riak-kv,:Y_Single,Y_ConflictResolved,Riak KV,Key-value,,,,"OpenSource, formerly Basho Technologies",,2009,2022,,"Apache version 2, commercial enterprise edition",basho/riak_kv,791522,Y,3.83,73,2010-07-22T17:27:35Z
riak-ts,,riak-ts,:Y_Single,Y_ConflictResolved,Riak TS,Time Series,,,,"Open Source, formerly Basho Technologies",,2015,2022,,-,-,-,Y,0.16,323,-
